EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
,3309545.2830000008,5713584.935,,7298.759395999998,5684602.141,6480110.747,158395.6912,2674770.425,356783.7953,6145018.847999998,-7972922.8160000015,5368270.757,11515988.76,323838.1476,919713.7153,Aceptado
745235.1373,,24638964.74,,372865.4155,7007277.963,21983805.34,186350.0058,2014116.304,13090319.88,-10353850.62,-1904764.66,,68721883.86,20551469.89,18633185.93,Aceptado
123264.2661,2889654.047,17139.54857,405385.4441,140211.3547,,3991228.74,112161.494,,1836134.24,35082.451089999995,-2153405.508,,,844307.4835,,Aceptado
24310161.7,60472609.99,35060111.25,13569411.65,4773460.7239999985,-9445521.538,77856108.17,2232533.044,18058565.38,3013769.883,28181009.84,-6335577.375,520416568.7,1546814592.0,23489228.05,28026364.04,Aceptado
234945.1539,,621259.5699,227051.9533,1275826.585,3511002.382,712079.4782,26249.24952,73652.91304,849793.9275,-12526294.47,228672.546,,17431076.48,2612384.571,7528155.302999998,Aceptado
2470381.173,91191859.6,16504015.35,,2802857.967,-8941501.934,,911435.3236,,,,-7521115.869,,,28622520.04,26597524.5,Aceptado
,9377018.557,7306556.565,353175.6928,335418.6195,3782257.51,18744909.85,243111.3799,,4698473.078,1526713.41,,44892003.97,18461439.69,19706201.62,,Aceptado
208491.1881,775681.0859,467759.889,19335.75063,56634.85838,2585418.59,1177070.779,,219945.747,8376400.975,-11612165.47,871543.3398,5414097.626,1620530.206,3217042.103,5044491.325,Aceptado
636888.5296,2066896.493,1368062.671,,,-1979764.091,3873563.326,,,775715.7432,5227856.841,830014.2208,94013418.61,8015005.37,,,Aceptado
,6606618.173,2671275.805,105226.0347,276892.1501,1359135.371,8705676.58,272359.7654,479803.1968,773870.1764,13741277.27,-2003679.7,64461603.12,12127730.61,9912625.354,9369776.081,Aceptado
,1306299.801,789540.9815,83037.43964,121541.0054,4935163.315,403351.2697,352190.8205,77265.74971,389664.442,6385659.149,-1399407.5890000002,10112498.61,3018109.939,1328165.954,,Aceptado
54419.177,960807.6618,4592961.943,133752.5249,632503.1447,8154081.482000002,2046820.273,168817.6997,119784.8083,1015106.263,-2333152.208,-2217259.565,21659490.99,,1187409.585,5544053.551,Aceptado
291473.2147,788376.7849,5417519.719,165027.7703,,6545044.049,,86909.0036,120018.2138,,-11055124.97,421286.2088,30551046.68,26803304.62,11806426.29,,Aceptado
368853.969,11567051.3,27178733.03,245340.3791,2859004.387,7323617.46,,163050.7077,,5310168.241,-1170391.674,-179843.0817,205832565.9,114737651.5,44822284.97,,Aceptado
2802288.228,12400203.41,16637428.74,4383003.445,2602793.87,5602183.048,,924752.3315,3991158.709,9509235.915,-713048.5973,71539.3926,149971520.3,47167868.42,21748463.77,21591038.25,Aceptado
2689168.607,,485356.8329,3629596.175,3968564.561,,4057338.3210000005,292007.2016,3593398.421,711642.5059,13879716.14,274208.2524,,,13697415.74,10629649.36,Aceptado
,23863916.99,7323389.116,,,931868.9987,49217038.75,284066.5487,2861701.713,914501.2235,13503230.33,-4963823.618,113070245.2,,31946174.48,18453421.97,Aceptado
231950.0035,4193129.72,203084.4667,50367.94445,372943.9784,-6388174.379,615219.5011,141881.6986,438174.6545,1348700.9319999998,10167200.53,,,2013202.506,2732984.9910000004,3437515.632,Aceptado
275475.5927,10085057.05,,110307.0007,627949.9873,5608205.637999998,9274492.99,226068.8491,991089.8175,597270.6056,,-3069791.932,130372761.8,,8044237.515,11878266.58,Aceptado
1081398.424,18870974.47,11295.83359,21918863.3,3782982.317,-10801816.65,8685874.567,567800.9594,632622.5917,1049790.42,10178867.53,696037.7067,,40109317.06,16038424.17,17749291.79,Aceptado
1669704.405,9210790.27,1084182.698,,594584.833,-6477964.172,11152805.12,297833.2048,647400.5984,1356926.488,,,31708856.16,56376757.87,20102954.0,20116155.01,Aceptado
1109381.2859999998,12382193.96,,1527617.876,1265860.481,,7743821.502,567835.2832,2484631.017,3732522.065,6230213.291,-807980.3131,48476618.6,,13112344.63,11699757.64,Aceptado
,19612800.18,12210784.86,2843652.721000001,2733534.557,-2445151.791,29435515.06,408951.7752,6558036.573,1043066.706,16524885.64,-2432055.103,236709146.2,105039571.9,20063646.44,15016010.07,Aceptado
906979.2647,1272485.739,887780.03,3135164.5510000004,1841741.542,4166476.56,4594531.135,91243.70646,943139.9253,2635295.33,-14502908.43,209279.9392,16759713.99,23428284.37,5150947.372,8194306.631,Aceptado
532993.5833,13165788.7,4490112.796,2153990.859,1801856.175,,22159804.35,,770847.6774,314350.0263,14667971.91,-472981.3,195579891.4,,,21268019.0,Aceptado
8787432.455,61173847.68,15913417.49,2546352.806,3826511.85,-10232448.2,,843830.4206,4059450.07,,21836864.98,78042.33046,456818211.7,309962305.4,63850599.52,,Aceptado
764205.7416,5526611.988,8659111.923,343587.07700000005,616947.3861,1665964.831,,709438.1563,4232979.865,5248647.6,,-5301402.67,34975902.53,69933415.41,2388306.905,6213992.609,Aceptado
59454048.48,37792758.55,833045.8815,34302967.95,5715096.518999998,-13981050.15,23072308.71,289243.6996,576031.01,6907940.727999999,2321795.203,1208559.377,221094497.6,146857440.6,71970971.56,70554016.7,Aceptado
861009.6185,5116322.811000002,8615993.997000001,603350.2211,202274.0524,8303117.66,9495759.09,757221.7812,,26780701.22,-17038566.74,946910.0257,11209559.17,4112788.034,7564165.096,,Aceptado
1425235.221,,32507639.32,1143470.882,358922.6287,5819763.529,52770168.29,,2174846.59,,2529032.904,-5183885.756,86776362.22,158542146.4,24889763.27,,Aceptado
1005608.515,,23350224.33,,664251.5553,1558708.082,,805767.5499,3134938.724,2034014.793,19017292.38,-6831927.666,155412141.7,198568139.1,11130507.45,23762955.91,Aceptado
611013.7563,24716802.95,33232268.89,,,6426812.08,29367792.15,364080.9125,,1706566.688,13786688.31,-2572766.127,,27303409.22,,20138670.16,Aceptado
,276876.6631,7325454.109,112619.7785,214797.1032,8596976.765,3526899.8880000007,69669.82965,58962.74662000001,,,127490.2226,12713261.01,5026127.589,,10446298.52,Aceptado
2109896.669,14964944.34,1199190.962,3087009.587,1114856.032,-5581183.145,27148900.98,184379.1949,3079767.356,3993238.328,5905432.946,160989.5453,83804100.95,24185383.55,18324109.27,17691082.4,Aceptado
484273.1582,9901457.214,,310756.6922,,4327135.341,15077971.03,425632.8441,1626431.55,5309068.737,7824566.549,302122.4387,154107597.8,16929834.74,17613720.59,16433549.15,Aceptado
,8797712.656,21654479.38,,405413.8424,8179294.037,27725523.61,91861.14203,1979415.683,43188.37715,11548235.47,-7581292.701,90641187.17,,3377979.64,5367083.3489999985,Aceptado
25164.43737,542021.1218,38651.10003,84304.334,35760.6695,4675998.657,,,,369603.2886,-7726821.442000002,,,,2637667.685,4741917.963,Aceptado
22458408.81,,37417648.63,4987442.84,2569701.56,-8138666.763999999,135040482.7,3790202.632,15455857.91,23369091.55,19904641.95,-1079384.168,519485266.7,569785354.8,100849221.6,,Aceptado
808575.1446,11385427.45,344725.8044,4629593.226,,-5534082.043,5734803.043,435863.3362,691055.4318,420955.8212,13434407.15,-368593.4164,,14029496.75,4698450.996,10743478.74,Aceptado
410499.597,4021980.408,557230.6428,359793.1515,177334.9922,-5406089.231000002,3347151.898,198453.1,573721.6275,191733.1951,9738613.625,,31234365.11,8773246.949,3514470.08,,Aceptado
,14016203.6,31261504.36,103137.9103,,7095094.3670000015,34372164.52,,1594328.746,,9188516.186,-6513678.437000001,102984492.6,81774241.72,13856043.2,14369834.85,Aceptado
,250882.2703,,122226.0996,269198.2877,-1191823.665,210200.177,147454.1018,,85706.29922,7632976.245,-1764289.602,8262502.699,,196396.5065,311640.2458,Aceptado
,64969107.21,8457035.097000001,1573138.194,426048.2823,-13169123.39,60112543.02,679255.8840000001,6368864.6570000015,8727271.582999999,19021968.92,-998481.1984,,93164891.68,49070517.09,,Aceptado
1374188.1619999998,,6843964.626,324968.2746,,259943.7918,24245406.38,,3539580.27,3706421.283,,-4294650.405,23490938.1,23523297.87,,8896698.529,Aceptado
2310604.042,11780394.6,428494.3598,6987464.958,778553.9406,-6366458.317000002,16872396.86,172489.3541,641508.4946,1165833.18,4109658.37,,,11706321.7,23795918.73,23353493.98,Aceptado
,31145236.22,18573576.8,3680594.933,555815.6002,4171398.607,85587781.16,286989.1935,2208745.716,5325925.48,-1864215.019,-5287864.484,56700436.22,655579219.6,52617339.3,42944541.97,Aceptado
2472773.894,18888078.41,44610227.46,2531133.406,6686110.292,5720483.1329999985,47272825.7,411800.5713,7992367.728999998,5632276.89,2435353.554,-3777796.692,291817138.7,1347191713.0,32089288.93,25764338.83,Aceptado
516513.2385,1550906.519,3056902.048,72688.9687,,-2318070.605,1164376.337,,2270651.972,2056376.631,4184245.198,-1090145.7659999998,,12608598.28,4802336.673,,Aceptado
96225.48451,1055418.693,6647654.438999998,46318.25689,134260.9375,7381109.195,5667575.221,124260.3588,2042875.92,3423106.817,-2178874.376,-3367146.074,,7162696.833,,2332844.716,Aceptado
123220.3152,10822928.25,16924593.24,2534303.957,2149516.437,7534145.392999998,42251538.74,203991.0501,2386491.287,166074.9903,7711554.9,-5162326.444,139372746.4,195097344.2,28929731.47,15944816.16,Aceptado
214534.7012,,304148.5614,31085.15423,12343.22953,1342202.389,835244.3495,179519.8193,122234.2558,8302173.094,,1096025.596,3214008.402,844534.4516,,,Aceptado
222280.1186,4447197.681,260038.8175,2522466.747,2222778.118,-130896.4511,7850400.516,90600.97596,340898.1302,213955.6527,1530171.995,-576146.0091,,,10774361.07,,Aceptado
1776219.697,12177003.82,33913414.46,4449406.7,1260790.309,7318527.796,54745745.23,620230.7192,9813985.544,6125769.487000002,-815207.7198,-2813031.963,105630689.9,,,18939037.05,Aceptado
251694.3014,1659023.9640000004,5606625.591,228416.191,377527.0759,7740091.602000001,,101885.5791,53915.09502000001,5987710.297,-16489933.7,-91931.82699,10228080.11,26857674.45,12396803.81,22513735.4,Aceptado
292096.0907,3292478.82,4505901.7239999985,217606.1765,602542.0702,4484787.145,13916390.93,177776.9395,2586110.291,6298149.427,-2902317.645,89992.32673,38003048.36,,,10747751.56,Aceptado
1281014.9109999998,35458398.68,13148074.1,1409890.719,2195377.983,-4160992.424,41088213.23,775905.9839,13197590.54,4535406.72,14059332.12,-6123390.353999998,174530966.6,,21168709.39,11503441.41,Aceptado
197818.4455,,968019.0089,86097.34547999999,699369.0778,2873484.252,,60667.6034,380011.6679,1505718.531,-4906584.871,,,10502964.89,1574230.6069999996,,Aceptado
,18218101.7,,517531.8377,,3607280.093,,247578.1169,5676542.864,3422304.645,9091126.692,-1449742.2130000002,174227906.2,77974464.91,33381898.37,19286091.66,Aceptado
936370.7727,5623666.0929999985,137606.8233,1910991.233,1555819.865,-9714196.812,1144564.887,255423.8092,521125.1523,159324.9929,8679359.954,-1225082.324,38867885.63,32693802.3,2998601.232,6371175.542,Aceptado
192042.6324,33901.68948,3680934.999,7081.923856999999,43089.66059,7803985.0589999985,273120.5851,,335067.4687,9376514.938,-21438793.41,1046078.058,2767038.599,704048.9711,2152757.269,2393531.297,Aceptado
1419134.008,3297836.404,23075.45526,,922885.3872,-11080019.11,567589.0388,179098.5773,462063.9959,1282963.938,4703774.261,1021970.269,32374024.34,3978908.746,3645981.715,5857387.732000002,Aceptado
47534.73389,2595701.078,10843994.85,37273.04648000001,90012.61654,8043454.004,6916503.042,145245.7408,107398.1572,660254.2178,,-2481081.409,46120120.49,4860044.388,4151885.197,8414607.921,Aceptado
98329.45912,3948472.541,,,323380.7404,7502781.142999998,13014510.27,82973.3852,940305.4082,326176.07,5524703.415,-3657768.089,75151296.19,,14348425.15,9754701.929,Aceptado
30823.20995,3739351.224,,98795.17039,,7970612.194,6003037.9070000015,154195.5064,69187.86222000001,2797645.072,-3290290.423,366920.4983,14859432.08,3914405.831,15320466.58,14683670.05,Aceptado
,6830148.219,11835471.16,,412024.7363,7503377.141,18581279.17,169302.048,673699.9592,,7748399.866,-2412739.786,,,20087238.3,,Aceptado
492520.5853,,6776471.722,449259.9896,1137576.472,3934938.841,12371875.29,339473.3519,942229.7615,,2815299.3010000004,-958044.5163,70654283.17,37710363.46,12256532.53,15753383.33,Aceptado
,3648287.156,198982.9147,496597.4827,443921.2364,,3308357.223,,967713.7621,1918731.062,-3021491.085,-1161765.531,10858679.69,16252934.2,5236778.393999998,5005126.565,Aceptado
381921.0732,13597849.58,4273543.645,416931.3179,,,26011933.21,395371.7404,2271441.829,3331362.894,,-4041348.219,54040166.19,21313935.65,,9670014.757,Aceptado
100702.8685,10023596.57,12859711.91,561868.3007,37354.23946,6918531.908,,413821.5412,3937157.243,120170.5934,14603670.14,-8544255.047,31875959.73,22671151.74,380289.2054,1528866.414,Aceptado
1566846.3390000004,45644457.12,7424444.491,2635657.191,,-7603941.554,52034087.66,407449.7839,,3044819.841,16688342.16,-2575613.841,179106287.9,226238534.8,50020131.18,24950017.43,Aceptado
28911.17924,30079.746860000007,46910.39533,60218.49717,37097.52234,6611444.892000001,,56996.01119,19742.07523,456526.0883,-11882001.5,311456.7531,780437.9497,791920.0492,783111.7845,1399510.406,Aceptado
7288835.359,37609899.04,8449030.19,944625.1517,786675.0504,-11794347.87,34490142.27,943701.525,9390191.786,7536301.732999999,19839565.67,,158702294.1,106602552.8,24977536.25,20994612.82,Aceptado
11008316.36,19926376.56,22073.370280000006,22976070.61,3651576.607,-15531356.35,,,2230918.095,322262.6729,13569522.98,,97237593.98,264309549.8,19350972.42,,Aceptado
3691569.482,17537014.69,,,,7468741.443,60429671.88,596201.0588,,21039855.71,-11682099.4,-5120771.9580000015,36163465.53,292762915.9,23260719.86,20450474.03,Aceptado
781530.2266,37253867.56,37175687.47,1432596.012,975515.2134,6221553.459,,1191827.3390000002,2265016.212,6368291.847,9944011.405,-3989451.81,161715634.5,237059821.5,40568746.39,40213831.62,Aceptado
23770.74925,3098926.568,14506025.98,159134.2317,441122.7201,8729059.152999999,11304826.1,52302.84388,444443.4268,108999.089,27602.76938,-2307483.384,65379468.17,,9234712.5,6219842.529,Aceptado
,1304631.221,,15426.44361,378941.6962,,4362312.865,,547650.5108,1578037.743,-3580878.835,,41382836.49,,9552943.283,9278425.371,Aceptado
705172.4361,,11780186.63,8339512.15,1078983.179,1967768.775,44115418.24,,6679851.578,1067009.108,,-7129187.437999999,182971634.4,65822814.47,3149859.972,10028521.15,Aceptado
379749.3721,3109465.719,2437373.831,226813.9255,553402.1794,2459518.749,5987406.637999998,164626.7611,,2868036.146,,441217.6099,33747613.0,18167254.13,,19096191.75,Aceptado
347685.8537,33428871.37,22856582.49,2285976.083,335317.6143,4470931.789,54075611.35,634542.4503,8034627.111,228951.301,24142749.58,-7693439.272999999,161891219.9,51521265.85,7989545.672999999,8413611.729,Aceptado
234587.3365,4326929.998,1112174.219,2399853.058,,,9676941.046,125700.4737,420237.3094,686406.0308,-3506870.086,-1212933.643,23898983.96,15438121.49,,10092604.77,Aceptado
2541547.476,22543573.46,39597182.61,5352308.556,1499508.415,6494239.737000002,56608510.45,2192634.957,18210132.05,,12034954.76,-7422526.362000002,,154687621.7,3370042.129,,Aceptado
296288.2952,5339805.102,29098862.87,434131.9708,770132.6899,8410726.828,38980862.03,217000.0742,2065972.863,3624387.794,-2700281.604,-2701127.456,101056633.5,43304076.34,22103118.76,16438031.73,Aceptado
442957.3598,7195553.959,15249017.07,,,5348770.7530000005,19146238.06,193380.4738,3390658.88,2109344.551,6610465.377,-1632110.2759999996,130189680.5,,15266911.97,11362922.08,Aceptado
999177.5674,5759180.576,1141918.342,,1987933.579,-4255399.446,2267240.12,,677345.6598,1655283.131,7614231.686000002,693353.5687,85543783.41,,4906151.357,10603021.68,Aceptado
267553.06,6006949.352000001,2030075.146,219573.3386,1882748.471,-3467319.352,4457881.971,,307609.9636,540582.6524,6052343.078,158176.0718,89095213.69,63971856.1,31331483.7,17074060.63,Aceptado
780819.9723,16514826.05,42991465.86,313066.6797,566961.8366,7439407.281,48498595.11,204504.5711,4657082.2,5995935.024,1972395.526,-3447727.186,124763890.0,68525585.81,24618740.12,20483681.87,Aceptado
53997.9173,,4503.839457,71941.56939,282129.5719,1746036.0,54956.31881,65867.81727999999,50758.45589,367337.4421,-6405926.012,326255.2391,3023318.088,,201122.8101,589539.0202,Aceptado
194282.0476,,40724796.53,473391.1162,234309.7201,8580829.972000001,43076650.99,391380.6749,7307709.1329999985,3488433.227,4795762.523,-5406277.661,84950054.05,19963942.7,11872484.6,8148270.783,Aceptado
449272.2594,13526634.82,3253586.8210000005,3199237.079,1310281.592,157861.4306,27480513.52,65463.08835,,34835.90108,7384679.065,-1404418.38,122616759.1,59247131.28,30631402.45,23154890.49,Aceptado
187268.2509,17702708.86,1025800.98,5684512.392000001,1002087.42,3746139.219,25799010.39,,547469.94,408116.949,6583933.627,146661.7706,94880975.24,9604067.389,23575628.04,17978352.65,Aceptado
423608.4737,,19315595.89,128716.8695,24001.78491,4269243.942,29657548.91,1631186.054,6922954.025,10841582.41,11283689.75,-5964072.107000002,38229468.82,,,8221886.395,Aceptado
681059.9912,9461141.116,39853301.6,,,7255101.496,21053353.14,741096.3078,2636249.913,9264033.786,2804700.73,-5159699.156,68211366.2,81793931.55,,15102335.98,Aceptado
25472.5251,155355.5086,60483.29635,141950.2409,,,665487.7681,23605.22145,16959.40801,9625.179599,-3780973.444,,7547009.525,,633405.6716,,Aceptado
,16988106.88,6182385.0320000015,157074.6563,1784243.367,-7316086.887999998,,113189.1709,919700.8676,1518086.92,17321716.3,352116.5428,221621499.4,32183713.6,15405663.4,21878491.38,Aceptado
,71871687.72,26702944.33,1998114.976,,-8930253.326,72630518.49,1116506.548,8918623.93,8436932.208999999,17501791.63,-5255430.795,,1194996343.0,52254050.56,42771506.66,Aceptado
109697.5554,7961077.477000001,5002283.659,5981938.965,4504381.982,7546663.392999998,22612554.99,47345.74232,313398.4695,3838.278136,9372794.677,-1126843.894,236803769.1,31180003.15,10184887.53,14960042.56,Aceptado
1259943.886,,7014214.027000002,597407.7591,1412285.313,-1687082.5180000004,4977043.845,515040.6635,141381.2208,3926304.352,1165942.887,,,124169422.4,34037750.59,38999413.92,Aceptado
74370.98344,2213115.804,,133553.0669,400010.9174,8491850.953,15732539.68,94809.20697,670898.5232,,-7980961.8829999985,-3342451.935,,35882739.46,,10851563.46,Aceptado
864078.1384,1077929.398,768427.4588,140096.3702,285427.4759,,2288178.528,43915.61046,394771.5732,982753.6222,-3595717.716,-1226157.664,13082786.91,18163415.25,2729518.187,6527518.131,Aceptado
,5493784.531,21303318.47,69100.85805,192793.7007,8272326.427,,501143.5335,3256244.629,7961256.682999998,4283813.132,-1477092.74,61983933.13,,12726530.93,8192442.543,Aceptado
164561.652,1112227.11,27288.47365,1918020.539,1701639.362,,1618383.41,29948.58949,532208.0599,465.401233,5145974.231000002,-1860969.576,37070447.76,,1792772.4740000004,1573775.4130000004,Aceptado
,2380337.2,8064387.353999998,107364.3207,417692.9134,5716849.7420000015,7084527.08,,570019.3615,1651477.864,-2199182.543,-313414.1891,46318620.53,13021801.93,,10996072.05,Aceptado
